final_title,combined_features
Moms' Night Out,Comedy wife husband relationship stress children mother daughter relationship parenthood parenting parent child relationship duringcreditsstinger
Donnie Darko,Fantasy Drama Mystery parents kids relationship airplane time travel school presentation school performance suburbia vision morality teenager
Saving Private Perez,Action Comedy Foreign 
Character,Drama Foreign History law and ethics
Spun,Comedy Crime Drama independent film speed freak junky cop boy toy porn magazine dope selling crank handcuffed to a bed cctv veterinary clinic needlepoint needle older woman younger woman relationship telephone sex
Life During Wartime,Comedy Drama dark comedy independent film
Sympathy for Lady Vengeance,Drama Thriller independent film
Mozart's Sister,Drama royal court overbearing father harpsichord 18th century
Mean Machine,Comedy Drama prison sport amateur soccer soccer coach
Exiled,Action Crime Thriller 
Blackthorn,Adventure Action Western robbery miner treachery sundance kid native peoples butch cassidy
Lilya 4-ever,Crime Drama suicide sex sweden underground nightclub nudity escape poverty prostitution violence disturbing
After.Life,Drama Horror Mystery Thriller wheelchair nightmare funeral injection crying casket shovel lily argument crucifix woman director
Fugly,Comedy Drama Thriller 
One Flew Over the Cuckoo's Nest,Drama individual rebel self-destruction wheelchair lunatic asylum dying and death rage and hate freedom insanity basic rights and human rights psychiatrist
R.L. Stine's Monsterville: The Cabinet of Souls,Comedy Horror 
Silent Movie,Comedy screenplay stuntman slapstick mime hollywood silent film
Airlift,Thriller Action Drama History evacuation war based on true story iraq war
Anne of Green Gables,Drama Family based on novel brother sister relationship canada village love school miniseries best friend orphan historical kids redhead girl
Falcon Rising,Adventure Action yakuza marine fighting
The Sweeney,Action Drama Crime british based on tv series
Sexy Beast,Crime Drama Thriller spain sex nudity psychopath murder heist money gangster violence criminal retired hunting safecracker brutal leisure
Easy Money,Drama Thriller Crime consignment
Whale Rider,Drama Family ocean loss of mother tradition loss of brother becoming an adult role of women empowerment new zealand maori tradition chief grandfather granddaughter relationship modern society whale patriarch stick fighting canoe patriarchy loss of wife woman director
Paa,Drama Family Foreign 
Cargo,Thriller Mystery Science Fiction space colony space travel simulated reality  spaceship suspense cargo ship suspended animation loneliness in space
High School Musical,Comedy Drama Family Music TV Movie becoming an adult musical music high school school performance high school sports jock teenager clique theater peer pressure teenage romance
Love and Death on Long Island,Drama Romance Foreign obsession love obsessive love actor
Night Watch,Fantasy Action Thriller witch subway fight airplane owl todfeind guard blood moscow
The Crying Game,Romance Crime Drama Thriller transvestism gay hostage love of one's life northern ireland homosexuality gay interest teenage crush soldier political unrest
Porky's,Comedy male nudity female nudity sex florida virgin nudity stripper redneck school loss of virginity hijinks racism teenager lust mischief peeping tom teaching misadventure duringcreditsstinger voyeur canuxploitation virginity
Survival of the Dead,Horror Science Fiction zombie
Night of the Living Dead,Horror brother sister relationship cemetery gun gas station loss of father cellar house barricade zombie trapped bitten
Lost in Translation,Drama upper class hotel room age difference commercial karaoke homesickness culture clash jet lag pop star unsociability aftercreditsstinger woman director
Annie Hall,Comedy Drama Romance narration neurosis comedian job interview love singer jewish breaking the fourth wall talking to the audience volkswagen beetle
The Greatest Show on Earth,Action Drama Romance circus travelling circus
Monster's Ball,Drama Romance southern usa waitress parents kids relationship overweight child loss of child new love unsociability ethnic stereotype independent film electric chair xenophobia
Maggie,Horror post-apocalyptic dystopia zombie
Leaving Las Vegas,Drama Romance individual prostitute alcohol casino love at first sight lovesickness film producer screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles alcohol abuse attempted suicide
Hansel and Gretel Get Baked,Horror Comedy witch marijuana succubus power company cannibalism
The Front Page,Romance Drama Comedy chicago journalist newspaper marriage proposal stress father-in-law newspaper man
The Boy Next Door,Thriller male nudity female nudity sex adultery infidelity obsession blackmail villain hidden camera blind date death of a friend insanity high school stalker sociopath unrequited love neighbor unfaithfulness los angeles principal car accident violence sex scene extramarital affair tied up car explosion high school teacher fatal attraction mother son relationship older woman younger man relationship critically bashed loss of friend woman in jeopardy crying woman damsel in distress erotic thriller muscular
Trapeze,Drama circus trapeze artist
The Kids Are All Right,Comedy Drama lesbian relationship lesbian dinner motorcycle argument biological father artificial insemination control freak vegetable garden woman director lgbt family
They Live,Action Horror Science Fiction Thriller dystopia social commentary alien invasion sunglasses brawl
The Great Escape,Adventure Drama History Thriller War based on novel optimism switzerland baseball famous score prisoner shower world war ii prisoners of war claustrophobia nazis machinegun attempt to escape uniform freedom based on true story prison guard escape swastika barbed wire solitary confinement motorcycle motorcycle jump alps
What the #$*! Do We (K)now!?,Documentary alternate dimension new age parallel world pseudoscience theology consciousness quantum mysticism fantasy docudrama woman director
The Last Exorcism Part II,Horror Thriller found footage
Boyhood,Drama daily life family's daily life urban life growing up domestic abuse coming of age parenting divorce family divorced parents abusive husband
Scoop,Comedy Mystery upper class prostitute journalist drowning newspaper magic tarot cards magic show lordship suspicion of murder headline funeral investigation daughter music instrument afterlife swimming pool murder wealth american united kingdom
The Wash,Action Comedy sex fight music illegal drug black american stereotype cashier disgruntled worker low rider caller id duringcreditsstinger
3 Strikes,Action Comedy Romance sport
The Cooler,Drama Romance casino jinx bad luck
The Misfits,Drama Action Romance decision reno mustang falling in love divorce
The Night Listener,Drama Thriller radio station radio presenter radio transmission independent film
The Jerky Boys,Comedy Crime new york telephone joke gangster
The Orphanage,Horror Drama Thriller schizophrenia suppressed past wife
A Haunted House 2,Comedy Horror haunted house
The Rules of Attraction,Comedy Drama Romance love triangle independent film multiple storylines
Topaz,Action Drama Mystery Thriller new york cia cuba cold war suspense
Let's Go to Prison,Comedy Crime loss of father condom vulgar parole board alcohol abuse
Four Rooms,Crime Comedy hotel new year's eve witch bet hotel room sperm los angeles hoodlum woman director episode film
Secretary,Comedy Drama Romance suicide clerk fetish sadomasochism lawyer hospital secretary masturbation typewriter kinky cutting pantyhose bdsm workplace romance
The Real Cancun,Documentary independent film
Talk Radio,Drama anonymity radio presenter success dangerous radio transmission independent film
Waiting for Guffman,Music Comedy missouri independent film mechanic in the closet mockumentary improvisation whispering travel agent amateur theater dairy queen alien contact fake documentary city council wagon train chinese restaurant product licensing hidden character
Love Stinks,Comedy Romance behind the scenes spa planetarium art imitates life
You Kill Me,Comedy Crime Thriller Romance new york san francisco alcoholism serial killer alcoholic
Thumbsucker,Comedy Drama becoming an adult thumb first time hypnosis thumb sucking attention deficit hyperactivity disorder (adhd) elocution high school independent film teenage crush youth family
Red State,Horror Action Thriller christianity homophobia pastor protest christian sign gay interest social commentary religious fundamentalism aftercreditsstinger duringcreditsstinger
Mirrormask,Fantasy fictional place dream fantasy
Samsara,Drama Documentary eating around the world fast motion scene balance skyline sunset modern life moonrise
The Barbarians,Fantasy Adventure dragon barbarian
The Art of Getting By,Drama Romance philosophy mentor artist painting friendship teen movie teenager sketching rebellious youth
Zipper,Thriller Drama woman director
Poolhall Junkies,Comedy Drama Thriller hustler independent film pool
The Loss of Sexual Innocence,Drama 
Holy Motors,Drama Fantasy limousine multiple identities wig penis talking car sewer of paris traveling through a sewer multiple roles
Joe,Drama child abuse prostitute bar brothel snake rain pedophilia bridge beer police wine fellatio truck woods murder dogfight cigar smoking underage drinking teenager facial scar alcoholic ex-con cigarette lighter grocery store shot search for dog trees dirt road assaulting an officer gallon of water
Shooting Fish,Crime Comedy Romance london england nightclub chase fraud liar love thief wealth money scam hospital secretary business wedding parole con dishonesty
Prison,Crime Drama Horror Thriller prison prisoner revenge haunting electric chair
Psycho Beach Party,Comedy gay dancing detective confession beach surfer satire party malibu friends revenge murder based on play independent film diner spoof summer killer drag
The Big Tease,Comedy Foreign hairdresser hairstylist
"Guten Tag, Ramón",Drama germany mexican
Trust,Crime Drama Thriller rape obsession lie job independent film teenage girl school internet best friend counselor internet chat duringcreditsstinger online chat catfishing online hookup online predator
An Everlasting Piece,Comedy Crime toupee scalper
Among Giants,Comedy Romance yorkshire love friends
Adore,Drama lovers woman director
The Velocity of Gary,Drama Romance 
Mondays in the Sun,Drama spain bar ship drama friends shipyard peseta
Stake Land,Drama Horror Action Thriller Science Fiction male nudity canada vampire
The Last Time I Committed Suicide,Drama independent film
Futuro Beach,Drama germany gay portugal drowning nudity travel brothers
Another Happy Day,Comedy Drama 
A Lonely Place to Die,Adventure Action Thriller Crime terror scotland kidnapping nudity wilderness mountaineer hiking climbing torture
Nothing,Comedy Fantasy Science Fiction loser bullying leere independent film best friend cowardliness
The Geographer Drank His Globe Away,Drama alcohol adultery river camping province russia wife canoe daughter friendship alcoholism school teaching schoolboy geography kama perm
1776,Drama Comedy History Music usa congress musical
Inescapable,Thriller Romance woman director
Hell's Angels,Action Drama History world war i zeppelin royal air force royal flying corps dogfight airship
Purple Violets,Comedy Drama Romance independent film
The Veil,Horror cult
The Loved Ones,Horror killing high school female killer revenge prom escape teenager
The Helpers,Horror 
How to Fall in Love,Comedy Romance TV Movie 
The Perfect Wave,Romance Adventure Drama biography christian romance
A Man for All Seasons,Drama History england pope beheading death penalty thomas more protestant church thomas cromwell oath henry viii
Network,Drama corruption sex adultery television profit nudity power tv ratings murder corporate reporter co-worker meeting news fired network anchor structure rant
Gone with the Wind,Drama Romance War life and death civil war southern usa loss of child marriage proposal atlanta luxury plantation typhus business woman marriage crisis
Desert Dancer,Drama dance ban from profession biography iran oppression tehran iran
Major Dundee,War Western mexico prisoners of war apache raid confederate
Annie Get Your Gun,Action Comedy Music Romance Western musical annie oakley sharpshooter
Four Lions,Comedy Crime Drama terrorism british farce
The House of Sand,Drama brazil desert 1910s
Defendor,Drama Action Comedy Crime crime fighter delusion superhero
The Pirate,Music Romance musical pirate
The Good Heart,Drama Comedy Romance san francisco homeless person bar suicide attempt heart attack friendship hospital
The History Boys,Comedy Drama gay becoming an adult education exam scholarship oxford cambridge history based on play student boys' school teachers and students 1980s
Midnight Cowboy,Drama shower
The Full Monty,Comedy suicide attempt striptease steel worker repossession male stripper
Airplane!,Comedy chicago alcohol cataclysm guitar medicine taxi driver passenger saxophone stewardess pilot airplane fear of flying air controller landing autopilot kiss spoof los angeles alcohol abuse aftercreditsstinger anarchic comedy
Chain of Command,Thriller Adventure Action brother brother relationship corruption revenge government conspiracy
Friday,Comedy rap music parents kids relationship rapper job
Menace II Society,Drama Action Crime black people drug dealer ghetto weapon delinquency los angeles
Creepshow 2,Horror lake anthology revenge murder blob gore hitchhiker zombie hit and run horror anthology
The Ballad of Cable Hogue,Action Comedy Western prostitute homeless person stagecoach reverend way station
In Cold Blood,Crime Drama murder true crime farmer
The Nun's Story,Drama nurse missionary nun belgium sanitarium female protagonist hospital tuberculosis congo convent thinness obedience
Harper,Action Drama Thriller Crime Mystery private eye lew harper
Frenzy,Crime Drama Mystery Thriller london england rape police suspense serial killer
The Witch,Mystery Horror witch new england 17th century
I Got the Hook Up,Action Comedy 
She's the One,Comedy Romance brother brother relationship taxi ex-girlfriend love of one's life bride broker independent film wedding
Gods and Monsters,Drama gay film director dying and death biography homosexuality author lgbt elderly
The Secret in Their Eyes,Crime Drama Mystery Romance rape secret writing homicide kidnapping passion suspect investigation police partner murder tension argentina justice eyes
Train,Horror Thriller 
Evil Dead II,Horror Comedy Fantasy deer blood splatter tape recorder chainsaw spirit violence over the top shot in the arm book of the dead evil dead eyeball necronomicon tarmac meat cleaver shot through a wall
Pootie Tang,Action Comedy ladykiller musical belt police officer drug lord
Sharknado,TV Movie Horror california helicopter beach tornado hurricane attack blood chainsaw storm explosion danger shark tv movie flood
The Other Conquest,Drama Foreign female nudity pagan aztec indian
Troll Hunter,Fantasy Horror hunter mountains wilderness adventure forest secret government organization hunting trip wildlife conspiracy troll mockumentary found footage aftercreditsstinger
Ira & Abby,Comedy Romance independent film
Winter Passing,Comedy Drama independent film book editor
D.E.B.S.,Action coming out covert operation lesbian female protagonist in the closet based on short film lgbt metrosexual subversion female agent schoolgirl uniform punk rocker lip synching plaid thesis german girl french girl woman director spy spoof
The Masked Saint,Crime Action pastor based on true story wrestler
The Betrayed,Crime Drama Mystery Thriller kidnapping revelation murder theft trust criminal warehouse psycho flashback
Taxman,Action Crime Comedy Thriller machinegun tax inspector wedding party
The Secret,Drama miniseries
2:13,Horror Thriller Mystery thriller forensic
"Batman: The Dark Knight Returns, Part 2",Action Animation dc comics future joker robin based on graphic novel dystopic future super powers
Time to Choose,Documentary climate change documentary
In the Name of the King III,Action Adventure Drama Fantasy based on video game
Wicked Blood,Action Drama Thriller 
Stranded,Drama revenge murder u.s. marine
Lords of London,Crime Mystery Thriller wife husband relationship gangster mysterious killer
High Anxiety,Comedy Music industrialist vertigo hitman lighthouse spoof hitchcockian
March of the Penguins,Documentary Family parents kids relationship penguin brood autonomy egg survival snow antarctic
Margin Call,Thriller Drama capitalism brokerage wall street downsizing financial crisis stock market stock market crash 21st century investment
August,Drama drama romance gay relationship
Choke,Comedy Drama strip club alzheimer sex addiction
Whiplash,Drama jazz obsession conservatory music teacher new york city violence montage drummer public humiliation jazz band young adult music school
City of God,Drama Crime male nudity street gang brazilian photographer 1970s puberty ghetto gang war coming of age woman director 1980s
Human Traffic,Comedy Drama sex salesclerk fast food restaurant boredom relationship problems party relationship drug alcohol abuse fashion group of friends
To Write Love on Her Arms,Drama Music depression biography drug
The Dead Girl,Mystery Drama Crime Thriller prostitute fire newspaper independent film woman director
The Hunt,Drama father son relationship denmark lie pedophilia kindergarten father deer children teacher school pedophile divorce hunting
A Christmas Story,Comedy Family holiday nostalgia young boy bb gun essay christmas tree dealer mall santa christmas 1940s
Bella,Drama Romance waitress beach independent film soccer girl chance meeting flashback
Class of 1984,Action Drama Horror Crime Thriller usa female nudity detective music teacher nudity punk high school vigilante violence in schools murder independent film teacher gang lesbian gang rape juvenile delinquent punk band canuxploitation
The Opposite Sex,Comedy bet divorce gender battle of the sexes life competition
Dreaming of Joseph Lees,Romance Drama lust love crime
The Class,Drama paris socially deprived family literature illegal immigration immigrant education boredom class society violence in schools republicanism diversity teacher school school life teachers and students
Rosemary's Baby,Horror Drama Mystery anti-christ contemporary setting laundry occult demonic possession satanic cult lucky charm woman in jeopardy eating disorder catholic priest
The Man Who Shot Liberty Valance,Western gunslinger showdown funeral legend to shoot dead outlaw lawyer pistol rancher stagecoach cowboy
Adam,Drama Romance children's book asperger's syndrome electrical engineer asperger's
Maria Full of Grace,Drama Thriller Crime individual new york adolescence colombia drug traffic cocaine drug crime illegal immigration maquiladora airplane bravery teacher pregnancy self esteem
Beginners,Drama Romance Comedy gay loss of mother secret coming out loss of father cancer lgbt elderly
Feast,Action Comedy Horror monster pub duringcreditsstinger
Animal House,Comedy sex nudity college fraternity gross out comedy dean fraternity house probation 1960s college freshman anarchic comedy
Goldfinger,Adventure Action Thriller secret organization secret intelligence service nuclear radiation fort knox aston martin secret lab kentucky gas attack airplane british secret service duringcreditsstinger
Antiviral,Science Fiction Horror injection celebrity satire near future metamorphosis tech noir virus body horror
It's a Wonderful Life,Drama Family Fantasy holiday angel based on novel bank suicide attempt small town christmas tree great depression christmas eve feel-good ending guardian angel christmas
Trainspotting,Drama Crime london england alcohol sex based on novel drug addiction drug dealer nightclub junkie heroin cold turkey modern society hallucination friendship surrealism dark comedy stealing monologue cult film recovering drug addict illegal drugs drug deal drug rehabilitation drug culture antihero
The Original Kings of Comedy,Comedy 
Paranormal Activity 2,Horror Thriller ouija board haunting demonic possession found footage duringcreditsstinger
Waking Ned,Comedy Romance false identity beguilement lottery village jackpot independent film ireland
Bowling for Columbine,Documentary usa canada gun homicide to shoot dead checks and balances columbine oklahoma city bombing gun violence person running amok
Coming Home,Drama arranged marriage labor camp
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror gay dancing fire diary nightmare haunted house transformation supernatural high school party possession premonition spontaneous combustion bdsm school bus disfigurement sleepwalking dreams
A Room with a View,Drama Romance kiss bed and breakfast place florence
The Purge,Science Fiction Horror Thriller dystopia barricade home invasion constitutional convention legalized murder social allegory
Sinister,Horror Thriller Mystery drowning pennsylvania child murderer car set on fire murder bag over head massacre power outage hanged man held captive hanging death attic no opening credits super-8 ghost child filmed killing crime novelist
Martin Lawrence Live: Runteldat,Comedy daily life scandal growing up divorce
Cat on a Hot Tin Roof,Drama Romance individual suicide southern usa adultery mississippi depression jealousy wife husband relationship dying and death alcoholic
Beneath the Planet of the Apes,Adventure Science Fiction Mystery mutant dystopia survivor astronaut ape science worship
Air Bud,Comedy Family Drama clown golden retriever dog actor
Pokémon: Spell of the Unknown,Adventure Fantasy Animation Action Family mountains mountain village friendship based on tv series young boy pokémon best friend fighting based on video game pikachu anime
Friday the 13th Part VI: Jason Lives,Horror Mystery Thriller lightning cemetery mask slasher jason vorhees
The Bridge on the River Kwai,Drama History War japan resistance japanese river prisoners of war thailand bridge officer
Spaced Invaders,Comedy Family Science Fiction alien martian misunderstanding greedy developer
Family Plot,Comedy Crime Thriller fortune teller kidnapping false identity heir spiritualist
The Apartment,Comedy Drama Romance new york new year's eve lovesickness age difference suicide attempt office flat spaghetti christmas party winter clerk tennis racket romantic comedy extramarital affair
Jason Goes to Hell: The Final Friday,Fantasy Horror Thriller male nudity female nudity waitress camping nudity psychopath sequel murder independent film serial killer diner slasher series of murders violence hockey mask jason vorhees madman
Torn Curtain,Mystery Thriller cold war east germany
Dave Chappelle's Block Party,Comedy Documentary Music black people hip-hop block party megaphone classroom brass band stage
Slow West,Romance Thriller Western fire bounty hunter shotgun horseback riding horse cabin frontier outlaw rifle unrequited love death of father native american shootout search pistol death by accident violence ireland drinking pursuit shot through a wall flaming arrow dream sequence flashback shot in the heart
Krush Groove,Drama Music Romance 
Next Day Air,Action Comedy Crime duringcreditsstinger
Elmer Gantry,Drama evangelist revivalism
Judgment at Nuremberg,Drama History judge concentration camp world war ii nazis court case national socialism national socialist party nuremberg trials right and justice trial
Trippin',Comedy Romance high school prom
Red River,Western texas dangerous kansas cattle drive revenge cattle adopted child cattle empire
Phat Girlz,Comedy Romance woman director
Before Midnight,Romance Drama hotel airport hotel room greece dream greek friends author writer summer vacation twins
Teen Wolf Too,Comedy Fantasy Family werewolf teenager
Phantasm II,Action Horror Science Fiction Thriller portal undertaker evil tall man sentinals
Woman Thou Art Loosed,Drama independent film
Real Women Have Curves,Comedy Drama independent film woman director
Water,Drama Foreign Romance site of pilgrimage widow varanasi hinduism child bride mahatma gandhi woman director
East Is East,Comedy islam hippie father son relationship muslim jealousy tradition culture clash religious education modern society pakistani daughter faith integration cultural difference
Whipped,Comedy Romance independent film diner dating masturbation
Kama Sutra - A Tale of Love,Drama History Romance poetry eroticism woman director
Please Give,Comedy Drama suicide new york infidelity cancer independent film neighbor apartment woman director
Willy Wonka & the Chocolate Factory,Family Fantasy chocolate factory worker based on novel candy tv addicted person overweight child grandfather grandson relationship factory musical single teacher
Warlock: The Armageddon,Fantasy Horror Science Fiction armageddon warlock
8 Heads in a Duffel Bag,Comedy Crime mexico vacation murder head
Days of Heaven,Drama Romance love triangle chicago wife husband relationship texas field farm marriage love poverty class differences farmer jealous husband boyfriend girlfriend relationship harvest
Thirteen Conversations About One Thing,Drama independent film woman director
Jawbreaker,Comedy confession jealousy nightmare ambition groupie high school cafeteria revenge prom dead body dating fashion rock band fantasy sequence slow motion multiple identities pop music makeover polaroid camera public humiliation social outcast sidekick prank gone wrong cliques social climbing back stabbing dead teenager goth girls
Basquiat,Drama History new york sex drug abuse homeless person new love drug addiction overdose graffiti street art vernissage exhibit friendship independent film drug celebration
Frances Ha,Comedy Drama friendship loneliness black and white responsibility late coming of age
Tsotsi,Crime Drama slum baby fight nudity leader johannesburg police love friends murder gang teenager violence criminal hijack
Happiness,Comedy Drama rape sister sister relationship lover (female) pedophilia sister partnership stalker secret love independent film relationship extramarital affair family conflict unhappiness
DysFunktional Family,Comedy Documentary 
Tusk,Comedy Horror canada obsession walrus deception search disfigurement experimental surgery abduction
Oldboy,Drama Thriller Mystery Action sushi restaurant rage and hate notebook daughter hostility sin revenge loneliness urination anger catholic incest south hypnosis
Letters to God,Action Drama Family Thriller letter hope postman god cancer independent film aftercreditsstinger
Hobo with a Shotgun,Action Comedy Thriller female nudity prostitute shotgun pimp underwear dystopia vigilante blood massacre brutality violence spitting blood white suit genocide body mutilation extreme sadism child killer sawed off shotgun flamethrower attempted robbery intestines disembowelment attempted rape shot repeatedly
Compadres,Action Comedy 
Freeway,Comedy Drama Thriller prison attempt to escape step father independent film hitchhiker
Love's Abiding Joy,TV Movie Action Drama Family 
Fish Tank,Drama dancing mother alcohol sex adultery fight nudity sister friendship party independent film school essex teenager theft violence apartment estate boyfriend teenage rebellion voyeur woman director aggressive
Damsels in Distress,Comedy Romance college female friendship young adult
Creature,Horror Science Fiction Thriller 
Bachelorette,Comedy Romance bridesmaid strip club female friendship reunion drug use wedding wedding dress childhood friends woman director bachelorette party bitch fat woman
Brave New Girl,Drama Music Family tv movie
Tim and Eric's Billion Dollar Movie,Comedy restaurant wolf shopping mall filmmaker billion dollars fake commercial
Summer Storm,Comedy Drama holiday gay male nudity competition sexual identity sex lovesickness heterosexual coming out row lake camping tent summer camp friendship sport crush teenage crush summer youth lgbt
Fort McCoy,War Drama History woman director
Chain Letter,Horror Thriller killing friendship teenager maniac mysterious letter text message threat
Just Looking,Drama Comedy new york nurse sex infidelity nudity romance independent film neighbor teenager voyeurism curious
The Divide,Science Fiction basement violence septic tank town in panic welding gunshot
The Eclipse,Drama Horror Romance 
Demonic,Thriller Horror detective haunted house investigation anti-christ possession car crash trance video camera demon seance infra red missing
My Big Fat Independent Movie,Comedy independent film
The Deported,Comedy Family 
Tanner Hall,Drama boarding school woman director
Open Road,Action Drama Thriller drug dealer police killer illegal drugs dealer
They Came Together,Comedy 
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy parody horror comedy
Never Back Down 2: The Beatdown,Drama Action male nudity cage kiss fistfight sport cage fighting kickboxer martial arts tournament beefcake martial arts training
Point Blank,Action Crime Drama Thriller alcatraz revenge organized crime
Four Single Fathers,Drama Comedy 
Enter the Dangerous Mind,Thriller composer obsession
Something Wicked,Mystery Thriller obsession oregon independent film
AWOL-72,Thriller russian getaway lapd awol special ops
Iguana, 
Chicago Overcoat,Action Crime Thriller 
Barry Munday,Comedy Drama Romance based on novel letter paternity castration doctor pregnancy lamborghini testicles air guitar genital mutilation
Central Station,Drama brazilian brazil rio de janeiro letter wilderness teacher alcoholic railroad missing father long lost relative realism
Pocketful of Miracles,Comedy Drama dude prohibition deception new york city apple luck dowager high society 1930s
Close Range,Crime Action 
Boynton Beach Club,Comedy Drama Romance independent film
Amnesiac,Thriller Mystery Drama Horror 
Freakonomics,Documentary female nudity corruption cheating experiment limousine high school independent film student economics real estate woman director
High Tension,Horror Thriller Mystery mass murder insanity gore survival farmhouse extreme violence maniac home invasion bound and gagged circular saw new french extremism
Griff the Invisible,Romance Comedy Drama love superhero independent film comedy
Unnatural,Thriller Action Horror climate change polar bear
Hustle & Flow,Drama rap music hip-hop baby midlife crisis drug dealer career musical rapper independent film
Some Like It Hot,Comedy Romance chicago witness musician mafia cross dressing band spats all girl band st. valentine's day massacre sugar valentine's day dressing
Friday the 13th Part VII: The New Blood,Horror Thriller lake mask telekinesis psychopath slasher teenager psychiatrist jason vorhees
The Wizard of Oz,Adventure Family Fantasy witch adolescence based on novel secret identity clock dream lion tornado scarecrow musical crow music kansas classic imaginary land cowardliness sepia color
Young Frankenstein,Comedy Science Fiction experiment castle assistant bride frankenstein laboratory mad scientist mobster spoof horror spoof scientist frankenstein's monster
Diary of the Dead,Horror Action Science Fiction zombie found footage
Lage Raho Munna Bhai,Comedy Drama Romance historical figure comedy bollywood india
Ulee's Gold,Drama father son relationship florida stolen money dysfunctional family independent film stabbing bank robbery father-in-law daughter-in-law relationship beekeeper orlando florida
The Black Stallion,Adventure Family poker horse barn training sport rescue survival deserted island stallion
Sardaarji, 
Journey to Saturn,Action Adventure Animation Comedy Science Fiction 
Donovan's Reef,Adventure Comedy Romance birthday half-brother priest mission clinic polynesia bar brawl christmas piano half sister navy veterans tiki culture
The Dress,Comedy Drama calamity
A Guy Named Joe,Drama Romance War pilot airplane ghost
Blazing Saddles,Western Comedy gun saloon governor marching band comedy western spoof interrupted hanging railroad cowboy western town western spoof ceremony frontier town looking at the camera saloon girl movie reality crossover nietzsche coot self-referential female singer anarchic comedy
Friday the 13th: The Final Chapter,Horror Thriller lake resurrection morgue serial killer jason vorhees hitchhike
Ida,Drama nun mine jew jewish poland
Maurice,Drama Romance gay coming out british gay relationship coming of age lgbt child lgbt best friends in love
Beer League,Comedy baseball sport
Riding Giants,Documentary ocean california sea beach surfer hawaii wave sun surfboard lifestyle extremsport
Timecrimes,Science Fiction Thriller scissors radio nudity time woods surrealism travel independent film scientist machine nonlinear timeline binoculars injury voyeur loop
Silver Medalist,Action Adventure Comedy Drama Foreign 
Timber Falls,Horror Thriller fanatic forest west virginia suspense
Singin' in the Rain,Comedy Music Romance fan morning musical talkie partner movie in movie broadway audience chorus girl diction coach pearl necklace flapper
"Fat, Sick & Nearly Dead",Documentary diet fasting vegetable juice australian man
A Haunted House,Comedy Horror horror spoof found footage duringcreditsstinger
2016: Obama's America,Documentary 
That Thing You Do!,Comedy Drama pop star musical record label music music band
Halloween III: Season of the Witch,Horror Mystery Science Fiction commercial factory gas station curfew mask halloween hospital doctor death surveillance camera stonehenge
Escape from the Planet of the Apes,Action Science Fiction spacecraft pacifism human being cage dystopia politician chimpanzee tease caving
Hud,Action Drama Western alcoholism ranchers rancher rebellious youth
Kevin Hart: Let Me Explain,"Comedy Documentary stand-up comedy manhattan, new york city madison square garden duringcreditsstinger"
My Own Private Idaho,Drama Romance individual gay father son relationship rome robbery treasure portland cocaine generations confilct idaho hustler german seattle narkolepsy pink bathrobe prostitution gay sex incest lgbt road movie
Garden State,Comedy Drama Romance new jersey paraplegic loss of mother expensive restaurant pop culture ecstasy strangeness epilepsy lethargy answering machine difficult childhood unsociability single marijuana los angeles psychiatrist grave digger
Before Sunrise,Drama Romance dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna
Evil Words,Horror Mystery Thriller suspense psychopathic killer hopital
Jesus' Son,Comedy Drama Romance drug abuse magic mushroom dark comedy independent film drug psychedelics heroin addict woman director
Saving Face,Comedy Romance lesbian relationship lgbt woman director
Brick Lane,Drama arranged marriage independent film bangladesh september 11 2001 woman director
Robot & Frank,Science Fiction Comedy Drama Crime friendship robot senior citizen cat thief
My Life Without Me,Drama Romance farewell responsability dying and death night shift daughter secret love mother daughter relationship woman director
The Spectacular Now,Comedy Drama Romance alcoholism coming of age teenager high school student based on young adult novel
Religulous,Comedy Documentary muslim museum jew evidence rabbi interview christian faith atheist chapel religious catholic evolution trucker mormon skeptic creationism aftercreditsstinger
Fuel,Documentary Drama energy policy consumption automobile industry independent film nature
Valley of the Heart's Delight,Drama 
Eye of the Dolphin,Drama dolphin island research tourist town
8: The Mormon Proposition,Documentary independent film
The Other End of the Line,Comedy Romance indian lead call center romantic comedy
Anatomy,Horror Thriller butterfly dissection scalpel medical school
Sleep Dealer,Drama Science Fiction Thriller virtual reality dystopia moral conflict computer loneliness water shortage teacher
Super,Comedy Action Drama bomb gun drug dealer costume comic book party superhero dark comedy gore blood comic book shop comic book collector dinner violence police officer cosplay duringcreditsstinger
Christmas Mail,Comedy Family 
Stung,Comedy Horror giant insect
Antibirth,Horror drug abuse experiment television conspiracy alien abduction prostitution pregnancy new species of human side effects narcotic abuse
Get on the Bus,Drama washington d.c. bus march
Thr3e,Drama Horror Thriller 
Idiocracy,Adventure Comedy Science Fiction prostitute capitalism usa president arena congress future human experimentation dystopia army stupidity hibernation dark comedy social satire brainwashing surveillance u.s. congress dystopic future mass media
The Rise of the Krays,Crime 
This Is England,Drama Crime holiday skinhead england vandalism independent film gang racism summer youth violence drug unemployment xenophobia culture
U.F.O.,Action Adventure Science Fiction impostor alien invasion military partying
